,Country Name,Country Code,Year,GDP (current US$)
9280,Latin America & the Caribbean (IDA & IBRD countries),TLA,1994,1708158258793.5
9282,Middle East & North Africa (IDA & IBRD countries),TMN,1994,315703229596.623
9283,Tonga,TON,1994,195990986.21421
9284,South Asia (IDA & IBRD),TSA,1994,432196055451.721
9285,Sub-Saharan Africa (IDA & IBRD countries),TSS,1994,324862204377.182
9286,Trinidad and Tobago,TTO,1994,4947181506.38931
9287,Tunisia,TUN,1994,15633171728.3223
9288,Turkiye,TUR,1994,130651877908.195
9289,Tuvalu,TUV,1994,10887216.9090252
9290,Tanzania,TZA,1994,4510847189.15431
9291,Uganda,UGA,1994,3990430446.71216
9292,Ukraine,UKR,1994,52549553403.0304
9293,Upper middle income,UMC,1994,3345607407893.1
9294,Uruguay,URY,1994,17474590050.7212
9295,United States,USA,1994,7287236000000.0
9296,Uzbekistan,UZB,1994,12899156990.6156
9297,St. Vincent and the Grenadines,VCT,1994,289437037.037037
9298,"Venezuela, RB",VEN,1994,58418666666.6667
9301,Vietnam,VNM,1994,16286433533.3228
9302,Vanuatu,VUT,1994,233701301.490486
9303,World,WLD,1994,27899567789057.4
9304,Samoa,WSM,1994,221098106.508876
9306,"Yemen, Rep.",YEM,1994,4167356037.1517
9307,South Africa,ZAF,1994,153512697970.738
9308,Zambia,ZMB,1994,3656808232.64295
9309,Zimbabwe,ZWE,1994,6890675000.0
9310,Aruba,ABW,1995,1320670391.06145
9311,Africa Eastern and Southern,AFE,1995,270327154574.644
9313,Africa Western and Central,AFW,1995,108690885030.356
9314,Angola,AGO,1995,5561222222.22222
9315,Albania,ALB,1995,2392764853.42107
9316,Andorra,AND,1995,1178745314.32635
9317,Arab World,ARB,1995,556046395850.067
9318,United Arab Emirates,ARE,1995,65743666575.8649
9319,Argentina,ARG,1995,258031750000.0
9320,Armenia,ARM,1995,1468317435.20148
9322,Antigua and Barbuda,ATG,1995,577281481.481481
9323,Australia,AUS,1995,368140778140.778
9324,Austria,AUT,1995,241038283062.645
9325,Azerbaijan,AZE,1995,2417332562.22184
9326,Burundi,BDI,1995,1000428393.88528
9327,Belgium,BEL,1995,288025588396.278
9328,Benin,BEN,1995,2169627138.34967
9329,Burkina Faso,BFA,1995,2379517975.75103
9330,Bangladesh,BGD,1995,37939748768.6567
9331,Bulgaria,BGR,1995,18991531542.7083
9332,Bahrain,BHR,1995,5849468272.89759
9333,"Bahamas, The",BHS,1995,3429000000.0
9334,Bosnia and Herzegovina,BIH,1995,1866572953.73665
9335,Belarus,BLR,1995,13972676840.918
9336,Belize,BLZ,1995,818500000.0
9337,Bermuda,BMU,1995,2030750000.0
9338,Bolivia,BOL,1995,6715162198.52406
9339,Brazil,BRA,1995,769333330439.52
9340,Barbados,BRB,1995,2216974096.35559
9341,Brunei Darussalam,BRN,1995,4734103536.46706
9342,Bhutan,BTN,1995,290490986.801873
9343,Botswana,BWA,1995,4730599690.73974
9344,Central African Republic,CAF,1995,1115389673.9125
9345,Canada,CAN,1995,605941036992.133
9346,Central Europe and the Baltics,CEB,1995,393416788946.66
9347,Switzerland,CHE,1995,352845006670.363
9349,Chile,CHL,1995,73446446283.0164
9350,China,CHN,1995,734484863889.36
9351,Cote d'Ivoire,CIV,1995,11000146268.6884
9352,Cameroon,CMR,1995,10864772473.0524
9353,"Congo, Dem. Rep.",COD,1995,5643439376.10491
9354,"Congo, Rep.",COG,1995,2116003868.17373
9355,Colombia,COL,1995,92495970511.3951
9356,Comoros,COM,1995,398461796.741693
9357,Cabo Verde,CPV,1995,487148993.533109
9358,Costa Rica,CRI,1995,11578594259.8675
9359,Caribbean small states,CSS,1995,22270861759.5448
9360,Cuba,CUB,1995,30429803651.2192
9363,Cyprus,CYP,1995,9933133247.08926
9364,Czechia,CZE,1995,60145663258.8982
9365,Germany,DEU,1995,2585792275146.72
9366,Djibouti,DJI,1995,497723960.589913
9367,Dominica,DMA,1995,274522222.222222
9368,Denmark,DNK,1995,185007982281.298
9369,Dominican Republic,DOM,1995,16637370839.1608
9370,Algeria,DZA,1995,41764291963.8532
9371,East Asia & Pacific (excluding high income),EAP,1995,1321735880770.36
9372,Early-demographic dividend,EAR,1995,2560945788026.81
9373,East Asia & Pacific,EAS,1995,8407270073236.73
9374,Europe & Central Asia (excluding high income),ECA,1995,721539047178.548
9375,Europe & Central Asia,ECS,1995,10871362174018.7
9376,Ecuador,ECU,1995,24432884442.2211
9377,"Egypt, Arab Rep.",EGY,1995,60159245060.4541
9378,Euro area,EMU,1995,7515452849974.94
9379,Eritrea,ERI,1995,578015625.0
9380,Spain,ESP,1995,614609020549.773
9381,Estonia,EST,1995,4502970889.06373
9382,Ethiopia,ETH,1995,7663984567.90123
9383,European Union,EUU,1995,8295833072767.38
9384,Fragile and conflict affected situations,FCS,1995,361869344293.637
9385,Finland,FIN,1995,134189814814.815
9386,Fiji,FJI,1995,1970301019.19887
9387,France,FRA,1995,1601094756209.75
9389,"Micronesia, Fed. Sts.",FSM,1995,221575300.0
9390,Gabon,GAB,1995,4958845649.02823
9391,United Kingdom,GBR,1995,1346252041210.47
9392,Georgia,GEO,1995,2693768412.89179
9393,Ghana,GHA,1995,6464389656.21299
9395,Guinea,GIN,1995,3693710532.91191
9396,"Gambia, The",GMB,1995,785999879.720691
9397,Guinea-Bissau,GNB,1995,253966922.278198
9398,Equatorial Guinea,GNQ,1995,141853360.895902
9399,Greece,GRC,1995,136878365936.167
9400,Grenada,GRD,1995,342172518.518519
9401,Greenland,GRL,1995,1208953358.99709
9402,Guatemala,GTM,1995,14655404433.2771
9404,Guyana,GUY,1995,621626785.915493
9405,High income,HIC,1995,26016528623343.2
9406,"Hong Kong SAR, China",HKG,1995,144652289130.669
9407,Honduras,HND,1995,5347445005.21376
9408,Heavily indebted poor countries (HIPC),HPC,1995,136471948148.075
9409,Croatia,HRV,1995,22778305790.163
9410,Haiti,HTI,1995,2813313278.81082
9411,Hungary,HUN,1995,46425677734.1435
9412,IBRD only,IBD,1995,4897137935207.43
9413,IDA & IBRD total,IBT,1995,5303331574441.83
9414,IDA total,IDA,1995,405263109955.894
9415,IDA blend,IDB,1995,156253994796.223
9416,Indonesia,IDN,1995,202132028723.115
9417,IDA only,IDX,1995,249492463233.906
9418,Isle of Man,IMN,1995,914762873.689153
9419,India,IND,1995,360281907854.994
9421,Ireland,IRL,1995,69139823232.3232
9422,"Iran, Islamic Rep.",IRN,1995,96419225743.6737
9423,Iraq,IRQ,1995,12894029888.1122
9424,Iceland,ISL,1995,7123637088.75434
9425,Israel,ISR,1995,104893245478.823
9426,Italy,ITA,1995,1174662070605.02
9427,Jamaica,JAM,1995,6577520705.21268
9428,Jordan,JOR,1995,6727597031.96347
9429,Japan,JPN,1995,5545564892181.15
9430,Kazakhstan,KAZ,1995,20374302652.3819
9431,Kenya,KEN,1995,9046320196.77295
9432,Kyrgyz Republic,KGZ,1995,1661018518.51852
9433,Cambodia,KHM,1995,3441205692.9166
9434,Kiribati,KIR,1995,56336670.9104488
9435,St. Kitts and Nevis,KNA,1995,313485185.185185
9436,"Korea, Rep.",KOR,1995,566583427334.137
9437,Kuwait,KWT,1995,27187006077.1252
9438,Latin America & Caribbean (excluding high income),LAC,1995,1677764154596.97
9439,Lao PDR,LAO,1995,1763536304.53964
9440,Lebanon,LBN,1995,11718795528.4939
9442,Libya,LBY,1995,25541383196.7302
9443,St. Lucia,LCA,1995,762962962.962963
9444,Latin America & Caribbean,LCN,1995,1921600530928.82
9445,Least developed countries: UN classification,LDC,1995,157454198833.333
9446,Low income,LIC,1995,126699296198.004
9447,Liechtenstein,LIE,1995,2428524711.5576
9448,Sri Lanka,LKA,1995,13029697560.9756
9449,Lower middle income,LMC,1995,1080682109013.77
9450,Low & middle income,LMY,1995,4950449206237.63
9451,Lesotho,LSO,1995,1001894000.27846
9452,Late-demographic dividend,LTE,1995,3018344023471.3
9453,Lithuania,LTU,1995,7867140395.33705
9454,Luxembourg,LUX,1995,20853093869.7318
9455,Latvia,LVA,1995,5789128636.62293
9456,"Macao SAR, China",MAC,1995,7046147442.13921
9458,Morocco,MAR,1995,39030285468.3841
9459,Monaco,MCO,1995,3130270895.13587
9460,Moldova,MDA,1995,1752979926.41489
9461,Madagascar,MDG,1995,3838100902.25012
9462,Maldives,MDV,1995,398988954.970263
9463,Middle East & North Africa,MEA,1995,743609670481.607
9464,Mexico,MEX,1995,360072506961.293
9465,Marshall Islands,MHL,1995,120230000.0
9466,Middle income,MIC,1995,4825314214232.54
9467,North Macedonia,MKD,1995,4707041273.82331
9468,Mali,MLI,1995,2706425157.92907
9469,Malta,MLT,1995,3461332684.8249
9470,Myanmar,MMR,1995,4879257847.77122
9471,Middle East & North Africa (excluding high income),MNA,1995,371191412877.517
9473,Mongolia,MNG,1995,1452165005.2384
9475,Mozambique,MOZ,1995,2899912130.16659
9476,Mauritania,MRT,1995,2091726047.70039
9477,Mauritius,MUS,1995,4040342060.18334
9478,Malawi,MWI,1995,2033701542.3252
9479,Malaysia,MYS,1995,88705342902.7113
9480,North America,NAC,1995,8247720786992.14
9481,Namibia,NAM,1995,3978514206.31168
9482,New Caledonia,NCL,1995,3628440524.39278
9483,Niger,NER,1995,2302537562.69931
9484,Nigeria,NGA,1995,44062465417.9421
9485,Nicaragua,NIC,1995,4140470000.0
9486,Netherlands,NLD,1995,452301674444.139
9487,Norway,NOR,1995,152030652228.016
9488,Nepal,NPL,1995,4401104417.67068
9490,New Zealand,NZL,1995,63916899263.9355
9491,OECD members,OED,1995,25663192019641.3
9492,Oman,OMN,1995,13802600780.2341
9493,Other small states,OSS,1995,69995035765.8647
9494,Pakistan,PAK,1995,60636071684.1918
9495,Panama,PAN,1995,9573813700.0
9496,Peru,PER,1995,53312793687.3836
9497,Philippines,PHL,1995,84644329824.7159
9499,Papua New Guinea,PNG,1995,4636057476.42568
9500,Poland,POL,1995,142293761469.151
9501,Pre-demographic dividend,PRE,1995,174758803193.927
9502,Puerto Rico,PRI,1995,42647331000.0
9504,Portugal,PRT,1995,118122007430.012
9505,Paraguay,PRY,1995,9062131475.02318
9506,West Bank and Gaza,PSE,1995,3282800000.0
9507,Pacific island small states,PSS,1995,3716903516.99177
9508,Post-demographic dividend,PST,1995,24978715758135.4
9509,French Polynesia,PYF,1995,4186994271.30289
9510,Qatar,QAT,1995,8137911978.02198
9511,Romania,ROU,1995,37430238805.9335
9512,Russian Federation,RUS,1995,395537185734.854
9513,Rwanda,RWA,1995,1293535192.21661
9514,South Asia,SAS,1995,479707317022.571
9515,Saudi Arabia,SAU,1995,143343025756.299
9516,Sudan,SDN,1995,13830369852.313
9517,Senegal,SEN,1995,6326342634.65422
9518,Singapore,SGP,1995,87812540788.4293
9519,Solomon Islands,SLB,1995,469443201.503274
9520,Sierra Leone,SLE,1995,870758739.40678
9521,El Salvador,SLV,1995,8921947100.0
9524,Serbia,SRB,1995,16832598870.0565
9525,Sub-Saharan Africa (excluding high income),SSA,1995,377022370501.935
9527,Sub-Saharan Africa,SSF,1995,377566591336.159
9528,Small states,SST,1995,95833246426.5128
9530,Suriname,SUR,1995,691590497.737557
9531,Slovak Republic,SVK,1995,25840146405.2288
9532,Slovenia,SVN,1995,21352224019.4096
9533,Sweden,SWE,1995,267307061910.144
9534,Eswatini,SWZ,1995,1698989463.99106
9536,Seychelles,SYC,1995,540733047.733048
9537,Syrian Arab Republic,SYR,1995,50866369710.4677
9539,Chad,TCD,1995,1445919894.86249
9540,East Asia & Pacific (IDA & IBRD countries),TEA,1995,1320085097807.83
9541,Europe & Central Asia (IDA & IBRD countries),TEC,1995,924003946473.75
9542,Togo,TGO,1995,1779348593.14893
9543,Thailand,THA,1995,169278918603.436
9544,Tajikistan,TJK,1995,1231567145.35508
9545,Turkmenistan,TKM,1995,2482228439.71407
9546,Latin America & the Caribbean (IDA & IBRD countries),TLA,1995,1833883373145.99
9548,Middle East & North Africa (IDA & IBRD countries),TMN,1995,367908612877.517
9549,Tonga,TON,1995,208871665.748682
9550,South Asia (IDA & IBRD),TSA,1995,479707317022.57
9551,Sub-Saharan Africa (IDA & IBRD countries),TSS,1995,377566591336.159
9552,Trinidad and Tobago,TTO,1995,5329217896.54571
9553,Tunisia,TUN,1995,18030876599.3444
9554,Turkiye,TUR,1995,169319354340.48
9555,Tuvalu,TUV,1995,11025679.5147634
9556,Tanzania,TZA,1995,5255221043.83861
9557,Uganda,UGA,1995,5755818844.54988
9558,Ukraine,UKR,1995,48213867647.4523
9559,Upper middle income,UMC,1995,3744627507199.11
9560,Uruguay,URY,1995,19297663096.5506
9561,United States,USA,1995,7639749000000.0
9562,Uzbekistan,UZB,1995,13350468917.4115
9563,St. Vincent and the Grenadines,VCT,1995,316007407.407407
9564,"Venezuela, RB",VEN,1995,77389487771.5469
9567,Vietnam,VNM,1995,20736164458.9505
9568,Vanuatu,VUT,1995,249333250.082507
9569,World,WLD,1995,31051499245623.4
9570,Samoa,WSM,1995,224865731.381903
9572,"Yemen, Rep.",YEM,1995,4258788725.44991
9573,South Africa,ZAF,1995,171735933897.331
9574,Zambia,ZMB,1995,3806982678.89363
9575,Zimbabwe,ZWE,1995,7111270700.0
9576,Aruba,ABW,1996,1379888268.15642
9577,Africa Eastern and Southern,AFE,1996,269490833464.816
9579,Africa Western and Central,AFW,1996,126287285162.712
9580,Angola,AGO,1996,7526963963.96396
9581,Albania,ALB,1996,3199640825.62258
9582,Andorra,AND,1996,1224023415.65326
9583,Arab World,ARB,1996,614186085021.475
9584,United Arab Emirates,ARE,1996,73571233996.1863
9585,Argentina,ARG,1996,272149750000.0
9586,Armenia,ARM,1996,1596968946.23708
9588,Antigua and Barbuda,ATG,1996,633729629.62963
9589,Australia,AUS,1996,401310823652.743
9590,Austria,AUT,1996,237250948791.266
9591,Azerbaijan,AZE,1996,3176507991.73964
9592,Burundi,BDI,1996,869033856.317093
9593,Belgium,BEL,1996,279201433224.756
9594,Benin,BEN,1996,2361116448.13525
9595,Burkina Faso,BFA,1996,2586550594.03222
9596,Bangladesh,BGD,1996,46438484107.5795
9597,Bulgaria,BGR,1996,12294987876.3121
9598,Bahrain,BHR,1996,6101861963.59179
9599,"Bahamas, The",BHS,1996,3609000000.0
9600,Bosnia and Herzegovina,BIH,1996,2786045321.63743
9601,Belarus,BLR,1996,14756846153.8462
9602,Belize,BLZ,1996,851500000.0
9603,Bermuda,BMU,1996,2695390000.0
9604,Bolivia,BOL,1996,7396948397.53774
9605,Brazil,BRA,1996,850426432991.742
9606,Barbados,BRB,1996,2363645403.47039
9607,Brunei Darussalam,BRN,1996,5115454694.27896
9608,Bhutan,BTN,1996,303408342.7658
9609,Botswana,BWA,1996,4847757703.86629
9610,Central African Republic,CAF,1996,1007791126.56226
9611,Canada,CAN,1996,630597987889.282
9612,Central Europe and the Baltics,CEB,1996,416196157690.065
9613,Switzerland,CHE,1996,340101207919.03
9615,Chile,CHL,1996,78575020639.4728
9616,China,CHN,1996,863749314718.538
9617,Cote d'Ivoire,CIV,1996,18071152820.9832
9618,Cameroon,CMR,1996,11093538840.5385
9619,"Congo, Dem. Rep.",COD,1996,5771454939.62404
9620,"Congo, Rep.",COG,1996,2540697537.70424
9621,Colombia,COL,1996,97153389010.9466
9622,Comoros,COM,1996,396053806.399557
9623,Cabo Verde,CPV,1996,501979271.869894
9624,Costa Rica,CRI,1996,11678424507.2457
9625,Caribbean small states,CSS,1996,24291634283.2029
9626,Cuba,CUB,1996,25017368700.0
9629,Cyprus,CYP,1996,10011918444.1656
9630,Czechia,CZE,1996,67388492013.5445
9631,Germany,DEU,1996,2497244606186.64
9632,Djibouti,DJI,1996,494004647.73437
9633,Dominica,DMA,1996,292285185.185185
9634,Denmark,DNK,1996,187633263192.748
9635,Dominican Republic,DOM,1996,18241622255.7141
9636,Algeria,DZA,1996,46941553939.5593
9637,East Asia & Pacific (excluding high income),EAP,1996,1518091688363.74
9638,Early-demographic dividend,EAR,1996,2792350894378.17
9639,East Asia & Pacific,EAS,1996,8101132439890.59
9640,Europe & Central Asia (excluding high income),ECA,1996,729341868564.71
9641,Europe & Central Asia,ECS,1996,11096209984371.2
9642,Ecuador,ECU,1996,25226393196.5983
9643,"Egypt, Arab Rep.",EGY,1996,67629716981.1321
9644,Euro area,EMU,1996,7604358498831.92
9645,Eritrea,ERI,1996,693535954.190067
9646,Spain,ESP,1996,642588992512.807
9647,Estonia,EST,1996,4786018988.16491
9648,Ethiopia,ETH,1996,8547939730.62374
9649,European Union,EUU,1996,8431357595824.37
9650,Fragile and conflict affected situations,FCS,1996,374057006833.949
9651,Finland,FIN,1996,132129174216.93
9652,Fiji,FJI,1996,2128696643.62574
9653,France,FRA,1996,1605675086549.56
9655,"Micronesia, Fed. Sts.",FSM,1996,218534700.0
9656,Gabon,GAB,1996,5694039999.86528
9657,United Kingdom,GBR,1996,1421711933486.21
9658,Georgia,GEO,1996,3095047603.8083
9659,Ghana,GHA,1996,6932984635.632
9661,Guinea,GIN,1996,3868968366.14337
9662,"Gambia, The",GMB,1996,848239405.565637
9663,Guinea-Bissau,GNB,1996,270419779.418107
9664,Equatorial Guinea,GNQ,1996,232463022.679122
9665,Greece,GRC,1996,145861612400.906
9666,Grenada,GRD,1996,366911444.444444
9667,Greenland,GRL,1996,1197515637.92052
9668,Guatemala,GTM,1996,15674835615.3139
9670,Guyana,GUY,1996,705406001.424501
9671,High income,HIC,1996,26240641324883.5
9672,"Hong Kong SAR, China",HKG,1996,159718180108.942
9673,Honduras,HND,1996,5215028986.48649
9674,Heavily indebted poor countries (HIPC),HPC,1996,148315268097.964
9675,Croatia,HRV,1996,24147539209.8502
9676,Haiti,HTI,1996,2907517543.35846
9677,Hungary,HUN,1996,46658765340.4375
9678,IBRD only,IBD,1996,5348738916926.97
9679,IDA & IBRD total,IBT,1996,5805057320128.41
9680,IDA total,IDA,1996,455586035969.385
9681,IDA blend,IDB,1996,172449894064.987
9682,Indonesia,IDN,1996,227369679374.973
9683,IDA only,IDX,1996,283806954525.855
9684,Isle of Man,IMN,1996,1023005862.77927
9685,India,IND,1996,392896860670.885
9687,Ireland,IRL,1996,75790786290.3226
9688,"Iran, Islamic Rep.",IRN,1996,120403931885.441
9689,Iraq,IRQ,1996,10433698621.3427
9690,Iceland,ISL,1996,7426082270.67669
9691,Israel,ISR,1996,114507654661.382
9692,Italy,ITA,1996,1312426527795.21
9693,Jamaica,JAM,1996,7393891854.4065
9694,Jordan,JOR,1996,6927503526.09309
9695,Japan,JPN,1996,4923393495138.77
9696,Kazakhstan,KAZ,1996,21035357832.6977
9697,Kenya,KEN,1996,12045865466.4343
9698,Kyrgyz Republic,KGZ,1996,1827570586.16784
9699,Cambodia,KHM,1996,3506695719.57259
9700,Kiribati,KIR,1996,66517285.3643714
9701,St. Kitts and Nevis,KNA,1996,333944444.444444
9702,"Korea, Rep.",KOR,1996,610169556840.077
9703,Kuwait,KWT,1996,31492419238.1984
9704,Latin America & Caribbean (excluding high income),LAC,1996,1831882512080.05
9705,Lao PDR,LAO,1996,1873671550.34636
9706,Lebanon,LBN,1996,13690217333.2697
9708,Libya,LBY,1996,27884630117.5758
9709,St. Lucia,LCA,1996,788888888.888889
9710,Latin America & Caribbean,LCN,1996,2079817890114.09
9711,Least developed countries: UN classification,LDC,1996,173942915415.892
9712,Low income,LIC,1996,141129843390.563
9713,Liechtenstein,LIE,1996,2504012993.42238
9714,Sri Lanka,LKA,1996,13897738375.2488
9715,Lower middle income,LMC,1996,1206368113838.54
9716,Low & middle income,LMY,1996,5428042349965.1
9717,Lesotho,LSO,1996,946112456.168268
9718,Late-demographic dividend,LTE,1996,3329641134915.49
9719,Lithuania,LTU,1996,8382519637.46224
9720,Luxembourg,LUX,1996,20895314657.9805
9721,Latvia,LVA,1996,5975248851.45482
9722,"Macao SAR, China",MAC,1996,7176892950.39164
9724,Morocco,MAR,1996,43161572352.9793
9725,Monaco,MCO,1996,3137848801.03606
9726,Moldova,MDA,1996,1695122173.91304
9727,Madagascar,MDG,1996,4931861036.68369
9728,Maldives,MDV,1996,450382327.952421
9729,Middle East & North Africa,MEA,1996,840153956522.4
9730,Mexico,MEX,1996,410972976953.229
9731,Marshall Islands,MHL,1996,110858000.0
9732,Middle income,MIC,1996,5288859968669.82
9733,North Macedonia,MKD,1996,4642021256.30689
9734,Mali,MLI,1996,2780422047.73085
9735,Malta,MLT,1996,3585755121.48642
9736,Myanmar,MMR,1996,5759624742.26804
9737,Middle East & North Africa (excluding high income),MNA,1996,427895550438.952
9739,Mongolia,MNG,1996,1345719472.35883
9741,Mozambique,MOZ,1996,3856799844.1609
9742,Mauritania,MRT,1996,2132087061.08121
9743,Mauritius,MUS,1996,4421952122.97703
9744,Malawi,MWI,1996,3319573821.89376
9745,Malaysia,MYS,1996,100855393910.486
9746,North America,NAC,1996,8706415377889.29
9747,Namibia,NAM,1996,3989163041.92553
9748,New Caledonia,NCL,1996,3606968436.36758
9749,Niger,NER,1996,2405686938.76483
9750,Nigeria,NGA,1996,51075815092.5
9751,Nicaragua,NIC,1996,4308351902.78601
9752,Netherlands,NLD,1996,450490196078.431
9753,Norway,NOR,1996,163519897878.102
9754,Nepal,NPL,1996,4521580381.47139
9756,New Zealand,NZL,1996,70140835299.0148
9757,OECD members,OED,1996,25880226257352.7
9758,Oman,OMN,1996,15277763328.9987
9759,Other small states,OSS,1996,73779037903.2247
9760,Pakistan,PAK,1996,63320170084.4076
9761,Panama,PAN,1996,9870494000.0
9762,Peru,PER,1996,55252414130.3019
9763,Philippines,PHL,1996,94648084429.0341
9765,Papua New Guinea,PNG,1996,5155311077.38998
9766,Poland,POL,1996,160193242090.427
9767,Pre-demographic dividend,PRE,1996,194165113279.811
9768,Puerto Rico,PRI,1996,45340835000.0
9770,Portugal,PRT,1996,122630089680.27
9771,Paraguay,PRY,1996,9788391780.52421
9772,West Bank and Gaza,PSE,1996,3409600000.0
9773,Pacific island small states,PSS,1996,3978860437.53511
9774,Post-demographic dividend,PST,1996,25097110656154.6
9775,French Polynesia,PYF,1996,4166072830.02651
9776,Qatar,QAT,1996,9059340384.61539
9777,Romania,ROU,1996,36937074278.3004
9778,Russian Federation,RUS,1996,391724890744.498
9779,Rwanda,RWA,1996,1382334879.40812
9780,South Asia,SAS,1996,524814569929.731
9781,Saudi Arabia,SAU,1996,158662377388.989
9782,Sudan,SDN,1996,9018303128.0189
9783,Senegal,SEN,1996,6559712162.47057
9784,Singapore,SGP,1996,96293097894.9194
9785,Solomon Islands,SLB,1996,510586382.467644
9786,Sierra Leone,SLE,1996,941742152.709895
9787,El Salvador,SLV,1996,9586327800.0
9790,Serbia,SRB,1996,21818007448.7896
9791,Sub-Saharan Africa (excluding high income),SSA,1996,393974496885.456
9793,Sub-Saharan Africa,SSF,1996,394512902071.406
9794,Small states,SST,1996,101908296167.184
9796,Suriname,SUR,1996,861372046.454058
9797,Slovak Republic,SVK,1996,27925036755.3866
9798,Slovenia,SVN,1996,21507232648.7252
9799,Sweden,SWE,1996,291745732990.835
9800,Eswatini,SWZ,1996,1602741771.57434
9802,Seychelles,SYC,1996,535250347.089479
9803,Syrian Arab Republic,SYR,1996,61546280623.608
9805,Chad,TCD,1996,1607345354.92671
9806,East Asia & Pacific (IDA & IBRD countries),TEA,1996,1516195666676.53
9807,Europe & Central Asia (IDA & IBRD countries),TEC,1996,950622147030.593
9808,Togo,TGO,1996,1991429217.6411
9809,Thailand,THA,1996,183035238433.438
9810,Tajikistan,TJK,1996,1043654822.33503
9811,Turkmenistan,TKM,1996,2378759975.44506
9812,Latin America & the Caribbean (IDA & IBRD countries),TLA,1996,1993801976965.84
9814,Middle East & North Africa (IDA & IBRD countries),TMN,1996,424485950438.952
9815,Tonga,TON,1996,222100576.345483
9816,South Asia (IDA & IBRD),TSA,1996,524814569929.731
9817,Sub-Saharan Africa (IDA & IBRD countries),TSS,1996,394512902071.406
9818,Trinidad and Tobago,TTO,1996,5759570495.96598
9819,Tunisia,TUN,1996,19587155099.3502
9820,Turkiye,TUR,1996,181464650312.271
9821,Tuvalu,TUV,1996,12335200.1648586
9822,Tanzania,TZA,1996,6496195823.96993
9823,Uganda,UGA,1996,6044585326.938
9824,Ukraine,UKR,1996,44558841762.3667
9825,Upper middle income,UMC,1996,4082479563769.84
9826,Uruguay,URY,1996,20515457255.7546
9827,United States,USA,1996,8073122000000.0
9828,Uzbekistan,UZB,1996,13948892215.5689
9829,St. Vincent and the Grenadines,VCT,1996,331488888.888889
9830,"Venezuela, RB",VEN,1996,70543211119.099
9833,Vietnam,VNM,1996,24657470574.7501
9834,Vanuatu,VUT,1996,261370044.486614
9835,World,WLD,1996,31745724938568.6
9836,Samoa,WSM,1996,249907893.815192
9838,"Yemen, Rep.",YEM,1996,5785685310.86668
9839,South Africa,ZAF,1996,163234919052.67
9840,Zambia,ZMB,1996,3597220962.00017
9841,Zimbabwe,ZWE,1996,8553146600.0
9842,Aruba,ABW,1997,1531843575.41899
9843,Africa Eastern and Southern,AFE,1997,283446224788.413
9845,Africa Western and Central,AFW,1997,127602388366.019
9846,Angola,AGO,1997,7648377412.83277
9847,Albania,ALB,1997,2258513974.0968
9848,Andorra,AND,1997,1180646068.29262
9849,Arab World,ARB,1997,662308062161.075
9850,United Arab Emirates,ARE,1997,78839008444.5655
9851,Argentina,ARG,1997,292859000000.0
9852,Armenia,ARM,1997,1639492444.76152
9854,Antigua and Barbuda,ATG,1997,680618518.518518
9855,Australia,AUS,1997,435613768959.97
9856,Austria,AUT,1997,212790348404.555
9857,Azerbaijan,AZE,1997,3962362387.47922
9858,Burundi,BDI,1997,972896267.915425
9859,Belgium,BEL,1997,252708051420.839
9860,Benin,BEN,1997,2268301645.09367
9861,Burkina Faso,BFA,1997,2447669100.46978
9862,Bangladesh,BGD,1997,48244309133.4895
9863,Bulgaria,BGR,1997,11316126257.5839
9864,Bahrain,BHR,1997,6349202984.63326
9865,"Bahamas, The",BHS,1997,6332360000.0
9866,Bosnia and Herzegovina,BIH,1997,3671910025.96515
9867,Belarus,BLR,1997,14128408565.7064
9868,Belize,BLZ,1997,868000000.0
9869,Bermuda,BMU,1997,2932827000.0
9870,Bolivia,BOL,1997,7925736318.63679
9871,Brazil,BRA,1997,883206452832.811
9872,Barbados,BRB,1997,2498384129.66738
9873,Brunei Darussalam,BRN,1997,5197312555.4576
9874,Bhutan,BTN,1997,352229078.324249
9875,Botswana,BWA,1997,5020265168.28901
9876,Central African Republic,CAF,1997,937741512.447574
9877,Canada,CAN,1997,654987932556.605
9878,Central Europe and the Baltics,CEB,1997,410169715860.148
9879,Switzerland,CHE,1997,294785659876.836
9881,Chile,CHL,1997,85728899954.449
9882,China,CHN,1997,961602019650.615
9883,Cote d'Ivoire,CIV,1997,18047558026.6049
9884,Cameroon,CMR,1997,10789458426.1088
9885,"Congo, Dem. Rep.",COD,1997,6090840548.18784
9886,"Congo, Rep.",COG,1997,2322719101.28455
9887,Colombia,COL,1997,106656492324.769
9888,Comoros,COM,1997,364445600.133152
9889,Cabo Verde,CPV,1997,490608657.924976
9890,Costa Rica,CRI,1997,12614602382.2012
9891,Caribbean small states,CSS,1997,28416253263.3071
9892,Cuba,CUB,1997,25365908100.0
9895,Cyprus,CYP,1997,9547818700.11403
9896,Czechia,CZE,1997,62180519005.944
9897,Germany,DEU,1997,2211989623279.95
9898,Djibouti,DJI,1997,502675542.001227
9899,Dominica,DMA,1997,302988888.888889
9900,Denmark,DNK,1997,173538719988.553
9901,Dominican Republic,DOM,1997,20017449966.0857
9902,Algeria,DZA,1997,48177612042.1507
9903,East Asia & Pacific (excluding high income),EAP,1997,1571653095184.72
9904,Early-demographic dividend,EAR,1997,2984903627916.2
9905,East Asia & Pacific,EAS,1997,7744674417552.83
