,Country Name,Country Code,Year,CO2 Emissions (kt)
9626,Cuba,CUB,1996,25203.4
9629,Cyprus,CYP,1996,6211.3
9630,Czechia,CZE,1996,128483.7
9631,Germany,DEU,1996,904337.4
9632,Djibouti,DJI,1996,296.0
9633,Dominica,DMA,1996,69.7
9634,Denmark,DNK,1996,73375.1
9635,Dominican Republic,DOM,1996,12728.5
9636,Algeria,DZA,1996,76123.8
9637,East Asia & Pacific (excluding high income),EAP,1996,3774435.93135
9638,Early-demographic dividend,EAR,1996,3339765.414887
9639,East Asia & Pacific,EAS,1996,5738115.43135
9640,Europe & Central Asia (excluding high income),ECA,1996,2654664.474239
9641,Europe & Central Asia,ECS,1996,6714980.890606
9642,Ecuador,ECU,1996,23997.7
9643,"Egypt, Arab Rep.",EGY,1996,98940.1
9644,Euro area,EMU,1996,2616895.9
9645,Eritrea,ERI,1996,870.42
9646,Spain,ESP,1996,230113.2
9647,Estonia,EST,1996,17480.0
9648,Ethiopia,ETH,1996,2870.5
9649,European Union,EUU,1996,3490934.2
9650,Fragile and conflict affected situations,FCS,1996,830252.441325
9651,Finland,FIN,1996,62574.4
9652,Fiji,FJI,1996,808.6
9653,France,FRA,1996,367959.6
9655,"Micronesia, Fed. Sts.",FSM,1996,191.1
9656,Gabon,GAB,1996,5806.06
9657,United Kingdom,GBR,1996,545478.1
9658,Georgia,GEO,1996,6363.3
9659,Ghana,GHA,1996,3483.3
9661,Guinea,GIN,1996,1230.4
9662,"Gambia, The",GMB,1996,219.9
9663,Guinea-Bissau,GNB,1996,177.0
9664,Equatorial Guinea,GNQ,1996,1224.9
9665,Greece,GRC,1996,82753.7
9666,Grenada,GRD,1996,173.0
9668,Guatemala,GTM,1996,6202.0
9670,Guyana,GUY,1996,1580.0
9671,High income,HIC,1996,12265568.566367
9673,Honduras,HND,1996,3904.6
9674,Heavily indebted poor countries (HIPC),HPC,1996,66857.095
9675,Croatia,HRV,1996,15254.4
9676,Haiti,HTI,1996,1058.2
9677,Hungary,HUN,1996,58454.9
9678,IBRD only,IBD,1996,9542421.227776
9679,IDA & IBRD total,IBT,1996,10013909.712451
9680,IDA total,IDA,1996,471488.484675
9681,IDA blend,IDB,1996,319586.84
9682,Indonesia,IDN,1996,236717.1
9683,IDA only,IDX,1996,151901.644675
9685,India,IND,1996,774070.2
9687,Ireland,IRL,1996,34821.2
9688,"Iran, Islamic Rep.",IRN,1996,279812.1
9689,Iraq,IRQ,1996,98880.8
9690,Iceland,ISL,1996,2266.72
9691,Israel,ISR,1996,48734.1
9692,Italy,ITA,1996,412153.5
9693,Jamaica,JAM,1996,9047.7
9694,Jordan,JOR,1996,13868.3
9695,Japan,JPN,1996,1184646.6
9696,Kazakhstan,KAZ,1996,153394.84
9697,Kenya,KEN,1996,7198.2
9698,Kyrgyz Republic,KGZ,1996,5760.6
9699,Cambodia,KHM,1996,1529.8
9700,Kiribati,KIR,1996,34.6
9701,St. Kitts and Nevis,KNA,1996,141.4
9702,"Korea, Rep.",KOR,1996,409990.3
9703,Kuwait,KWT,1996,35628.6
9704,Latin America & Caribbean (excluding high income),LAC,1996,904035.623537
9705,Lao PDR,LAO,1996,781.46135
9706,Lebanon,LBN,1996,14123.6
9707,Liberia,LBR,1996,435.902
9708,Libya,LBY,1996,45439.7
9709,St. Lucia,LCA,1996,313.1
9710,Latin America & Caribbean,LCN,1996,1094670.293537
9711,Least developed countries: UN classification,LDC,1996,92262.644675
9712,Low income,LIC,1996,144403.233325
9713,Liechtenstein,LIE,1996,205.960367
9714,Sri Lanka,LKA,1996,8355.3
9715,Lower middle income,LMC,1996,2176837.22135
9716,Low & middle income,LMY,1996,9424897.812451
9717,Lesotho,LSO,1996,1644.1
9718,Late-demographic dividend,LTE,1996,6550647.534239
9719,Lithuania,LTU,1996,14239.8
9720,Luxembourg,LUX,1996,8736.8
9721,Latvia,LVA,1996,9009.4
9724,Morocco,MAR,1996,28484.7
9726,Moldova,MDA,1996,10402.7
9727,Madagascar,MDG,1996,1308.3
9728,Maldives,MDV,1996,281.6
9729,Middle East & North Africa,MEA,1996,1163710.78
9730,Mexico,MEX,1996,322699.1
9731,Marshall Islands,MHL,1996,93.5
9732,Middle income,MIC,1996,9280494.57912599
9733,North Macedonia,MKD,1996,9862.5
9734,Mali,MLI,1996,667.281
9735,Malta,MLT,1996,2324.3
9736,Myanmar,MMR,1996,7309.6
9737,Middle East & North Africa (excluding high income),MNA,1996,726363.1
9738,Montenegro,MNE,1996,1552.994239
9739,Mongolia,MNG,1996,8690.27
9741,Mozambique,MOZ,1996,1161.72
9742,Mauritania,MRT,1996,1062.1
9743,Mauritius,MUS,1996,1614.1
9744,Malawi,MWI,1996,926.59
9745,Malaysia,MYS,1996,98644.7
9746,North America,NAC,1996,5735187.0
9747,Namibia,NAM,1996,1923.7
9749,Niger,NER,1996,610.172
9750,Nigeria,NGA,1996,100227.2
9751,Nicaragua,NIC,1996,2816.6
9752,Netherlands,NLD,1996,173623.4
9753,Norway,NOR,1996,34597.1
9754,Nepal,NPL,1996,1959.1
9755,Nauru,NRU,1996,102.1
9756,New Zealand,NZL,1996,25412.8
9757,OECD members,OED,1996,12234854.02
9758,Oman,OMN,1996,19382.9
9759,Other small states,OSS,1996,87878.614239
9760,Pakistan,PAK,1996,85821.1
9761,Panama,PAN,1996,4406.3
9762,Peru,PER,1996,28062.2
9763,Philippines,PHL,1996,66899.8
9764,Palau,PLW,1996,198.9
9765,Papua New Guinea,PNG,1996,2232.4
9766,Poland,POL,1996,355320.2
9767,Pre-demographic dividend,PRE,1996,265641.433325
9769,"Korea, Dem. People's Rep.",PRK,1996,68660.5
9770,Portugal,PRT,1996,48742.5
9771,Paraguay,PRY,1996,3723.0
9773,Pacific island small states,PSS,1996,1939.8
9774,Post-demographic dividend,PST,1996,11654927.1
9776,Qatar,QAT,1996,20942.1
9777,Romania,ROU,1996,124200.9
9778,Russian Federation,RUS,1996,1601176.5
9779,Rwanda,RWA,1996,464.63
9780,South Asia,SAS,1996,889016.46
9781,Saudi Arabia,SAU,1996,217652.4
9782,Sudan,SDN,1996,4307.1
9783,Senegal,SEN,1996,2927.3
9784,Singapore,SGP,1996,38520.1
9785,Solomon Islands,SLB,1996,206.0
9786,Sierra Leone,SLE,1996,310.7
9787,El Salvador,SLV,1996,4389.9
9789,Somalia,SOM,1996,575.2
9790,Serbia,SRB,1996,52666.1
9791,Sub-Saharan Africa (excluding high income),SSA,1996,476382.223325
9792,South Sudan,SSD,1996,367.368325
9793,Sub-Saharan Africa,SSF,1996,476620.923325
9794,Small states,SST,1996,116043.607776
9795,Sao Tome and Principe,STP,1996,47.5
9796,Suriname,SUR,1996,2109.523537
9797,Slovak Republic,SVK,1996,42174.1
9798,Slovenia,SVN,1996,15290.0
9799,Sweden,SWE,1996,63647.4
9800,Eswatini,SWZ,1996,1131.0
9802,Seychelles,SYC,1996,238.7
9803,Syrian Arab Republic,SYR,1996,42022.9
9805,Chad,TCD,1996,449.1
9806,East Asia & Pacific (IDA & IBRD countries),TEA,1996,3705877.53135
9807,Europe & Central Asia (IDA & IBRD countries),TEC,1996,3149439.974239
9808,Togo,TGO,1996,1356.6
9809,Thailand,THA,1996,175594.0
9810,Tajikistan,TJK,1996,2240.2
9811,Turkmenistan,TKM,1996,30608.9
9812,Latin America & the Caribbean (IDA & IBRD countries),TLA,1996,1066591.723537
9814,Middle East & North Africa (IDA & IBRD countries),TMN,1996,726363.1
9815,Tonga,TON,1996,81.0
9816,South Asia (IDA & IBRD),TSA,1996,889016.46
9817,Sub-Saharan Africa (IDA & IBRD countries),TSS,1996,476620.923325
9818,Trinidad and Tobago,TTO,1996,9194.8
9819,Tunisia,TUN,1996,17572.0
9820,Turkiye,TUR,1996,185337.7
9821,Tuvalu,TUV,1996,6.9
9822,Tanzania,TZA,1996,3070.5
9823,Uganda,UGA,1996,1048.41
9824,Ukraine,UKR,1996,346111.3
9825,Upper middle income,UMC,1996,7103657.357776
9826,Uruguay,URY,1996,5450.5
9827,United States,USA,1996,5273486.3
9828,Uzbekistan,UZB,1996,99600.3
9829,St. Vincent and the Grenadines,VCT,1996,135.4
9830,"Venezuela, RB",VEN,1996,121835.4
9833,Vietnam,VNM,1996,35033.5
9834,Vanuatu,VUT,1996,85.6
9835,World,WLD,1996,22778983.29
9836,Samoa,WSM,1996,131.5
9838,"Yemen, Rep.",YEM,1996,10799.1
9839,South Africa,ZAF,1996,274043.7
9840,Zambia,ZMB,1996,1761.9
9841,Zimbabwe,ZWE,1996,14862.0
9843,Africa Eastern and Southern,AFE,1997,358278.381587
9844,Afghanistan,AFG,1997,1344.1
9845,Africa Western and Central,AFW,1997,134320.486
9846,Angola,AGO,1997,16154.9
9847,Albania,ALB,1997,1479.16
9848,Andorra,AND,1997,465.328
9849,Arab World,ARB,1997,879771.68
9850,United Arab Emirates,ARE,1997,81440.9
9851,Argentina,ARG,1997,126118.7
9852,Armenia,ARM,1997,3324.3
9854,Antigua and Barbuda,ATG,1997,267.6
9855,Australia,AUS,1997,307778.5
9856,Austria,AUT,1997,64224.1
9857,Azerbaijan,AZE,1997,26489.6
9858,Burundi,BDI,1997,226.2
9859,Belgium,BEL,1997,116634.7
9860,Benin,BEN,1997,1236.54
9861,Burkina Faso,BFA,1997,827.85
9862,Bangladesh,BGD,1997,18970.9
9863,Bulgaria,BGR,1997,52994.6
9864,Bahrain,BHR,1997,14415.78
9865,"Bahamas, The",BHS,1997,1695.7
9866,Bosnia and Herzegovina,BIH,1997,8493.0
9867,Belarus,BLR,1997,59020.5
9868,Belize,BLZ,1997,419.0
9870,Bolivia,BOL,1997,9186.3
9871,Brazil,BRA,1997,281335.0
9872,Barbados,BRB,1997,1068.52
9873,Brunei Darussalam,BRN,1997,5225.2
9874,Bhutan,BTN,1997,381.17
9875,Botswana,BWA,1997,3066.0
9876,Central African Republic,CAF,1997,167.0
9877,Canada,CAN,1997,476815.9
9878,Central Europe and the Baltics,CEB,1997,809596.6
9879,Switzerland,CHE,1997,42748.3
9881,Chile,CHL,1997,51285.2
9882,China,CHN,1997,3134112.6
9883,Cote d'Ivoire,CIV,1997,4972.6
9884,Cameroon,CMR,1997,4862.4
9885,"Congo, Dem. Rep.",COD,1997,2269.97
9886,"Congo, Rep.",COG,1997,3266.223
9887,Colombia,COL,1997,64837.0
9888,Comoros,COM,1997,84.3
9889,Cabo Verde,CPV,1997,230.1
9890,Costa Rica,CRI,1997,4493.9
9891,Caribbean small states,CSS,1997,27077.785907
9892,Cuba,CUB,1997,27448.2
9895,Cyprus,CYP,1997,6304.9
9896,Czechia,CZE,1997,126005.8
9897,Germany,DEU,1997,872646.5
9898,Djibouti,DJI,1997,331.8
9899,Dominica,DMA,1997,91.1
9900,Denmark,DNK,1997,63617.3
9901,Dominican Republic,DOM,1997,14502.8
9902,Algeria,DZA,1997,74433.2
9903,East Asia & Pacific (excluding high income),EAP,1997,3886600.519183
9904,Early-demographic dividend,EAR,1997,3502837.95509
9905,East Asia & Pacific,EAS,1997,5869798.919183
9906,Europe & Central Asia (excluding high income),ECA,1997,2517460.926938
9907,Europe & Central Asia,ECS,1997,6490296.501429
9908,Ecuador,ECU,1997,24953.6
9909,"Egypt, Arab Rep.",EGY,1997,106057.6
9910,Euro area,EMU,1997,2589693.9
9911,Eritrea,ERI,1997,824.07
9912,Spain,ESP,1997,248603.1
9913,Estonia,EST,1997,17858.5
9914,Ethiopia,ETH,1997,3058.4
9915,European Union,EUU,1997,3421979.1
9916,Fragile and conflict affected situations,FCS,1997,837187.024587
9917,Finland,FIN,1997,60624.0
9918,Fiji,FJI,1997,785.91
9919,France,FRA,1997,359140.5
9921,"Micronesia, Fed. Sts.",FSM,1997,201.3
9922,Gabon,GAB,1997,5564.93
9923,United Kingdom,GBR,1997,524191.2
9924,Georgia,GEO,1997,5518.89
9925,Ghana,GHA,1997,3604.6
9927,Guinea,GIN,1997,1289.9
9928,"Gambia, The",GMB,1997,229.3
9929,Guinea-Bissau,GNB,1997,197.3
9930,Equatorial Guinea,GNQ,1997,1687.9
9931,Greece,GRC,1997,83761.7
9932,Grenada,GRD,1997,183.2
9934,Guatemala,GTM,1997,6566.3
9936,Guyana,GUY,1997,1722.2
9937,High income,HIC,1997,12504640.374491
9939,Honduras,HND,1997,4036.7
9940,Heavily indebted poor countries (HIPC),HPC,1997,71473.086
9941,Croatia,HRV,1997,17069.6
9942,Haiti,HTI,1997,1274.2
9943,Hungary,HUN,1997,56990.1
9944,IBRD only,IBD,1997,9665417.822845
9945,IDA & IBRD total,IBT,1997,10146379.119615
9946,IDA total,IDA,1997,480961.29677
9947,IDA blend,IDB,1997,321642.433
9948,Indonesia,IDN,1997,261157.0
9949,IDA only,IDX,1997,159318.86377
9951,India,IND,1997,819268.8
9953,Ireland,IRL,1997,35972.5
9954,"Iran, Islamic Rep.",IRN,1997,292398.6
9955,Iraq,IRQ,1997,118910.2
9956,Iceland,ISL,1997,2153.97
9957,Israel,ISR,1997,50967.4
9958,Italy,ITA,1997,415517.3
9959,Jamaica,JAM,1997,9204.3
9960,Jordan,JOR,1997,14373.6
9961,Japan,JPN,1997,1172604.1
9962,Kazakhstan,KAZ,1997,132240.74
9963,Kenya,KEN,1997,6797.8
9964,Kyrgyz Republic,KGZ,1997,5679.5
9965,Cambodia,KHM,1997,1640.6
9966,Kiribati,KIR,1997,32.9
9967,St. Kitts and Nevis,KNA,1997,148.1
9968,"Korea, Rep.",KOR,1997,431637.6
9969,Kuwait,KWT,1997,37306.5
9970,Latin America & Caribbean (excluding high income),LAC,1997,960121.665907
9971,Lao PDR,LAO,1997,826.369183
9972,Lebanon,LBN,1997,16127.5
9973,Liberia,LBR,1997,454.743
9974,Libya,LBY,1997,42204.9
9975,St. Lucia,LCA,1997,314.0
9976,Latin America & Caribbean,LCN,1997,1163785.485907
9977,Least developed countries: UN classification,LDC,1997,98566.22377
9978,Low income,LIC,1997,143631.874587
9979,Liechtenstein,LIE,1997,218.376491
9980,Sri Lanka,LKA,1997,8340.5
9981,Lower middle income,LMC,1997,2248837.052183
9982,Low & middle income,LMY,1997,9563289.519615
9983,Lesotho,LSO,1997,1674.7
9984,Late-demographic dividend,LTE,1997,6524740.406938
9985,Lithuania,LTU,1997,13924.1
9986,Luxembourg,LUX,1997,8242.2
9987,Latvia,LVA,1997,8528.6
9990,Morocco,MAR,1997,29903.8
9992,Moldova,MDA,1997,9580.4
9993,Madagascar,MDG,1997,1419.42
9994,Maldives,MDV,1997,338.3
9995,Middle East & North Africa,MEA,1997,1218677.28
9996,Mexico,MEX,1997,342478.4
9997,Marshall Islands,MHL,1997,93.3
9998,Middle income,MIC,1997,9419657.645028
9999,North Macedonia,MKD,1997,8786.1
10000,Mali,MLI,1997,744.99
10001,Malta,MLT,1997,2469.6
10002,Myanmar,MMR,1997,7247.9
10003,Middle East & North Africa (excluding high income),MNA,1997,766587.8
10004,Montenegro,MNE,1997,1669.796938
10005,Mongolia,MNG,1997,8518.94
10007,Mozambique,MOZ,1997,1287.66
10008,Mauritania,MRT,1997,1050.9
10009,Mauritius,MUS,1997,1624.2
10010,Malawi,MWI,1997,922.39
10011,Malaysia,MYS,1997,106015.2
10012,North America,NAC,1997,6020165.3
10013,Namibia,NAM,1997,1973.5
10015,Niger,NER,1997,613.71
10016,Nigeria,NGA,1997,98646.9
10017,Nicaragua,NIC,1997,3020.1
10018,Netherlands,NLD,1997,166310.9
10019,Norway,NOR,1997,36543.5
10020,Nepal,NPL,1997,2191.37
10021,Nauru,NRU,1997,102.4
10022,New Zealand,NZL,1997,27689.0
10023,OECD members,OED,1997,12502542.97
10024,Oman,OMN,1997,20024.0
10025,Other small states,OSS,1997,94349.146938
10026,Pakistan,PAK,1997,89362.5
10027,Panama,PAN,1997,4637.5
10028,Peru,PER,1997,27958.9
10029,Philippines,PHL,1997,74447.8
10030,Palau,PLW,1997,201.8
10031,Papua New Guinea,PNG,1997,2401.8
10032,Poland,POL,1997,344627.0
10033,Pre-demographic dividend,PRE,1997,287689.307587
10035,"Korea, Dem. People's Rep.",PRK,1997,66037.9
10036,Portugal,PRT,1997,50931.6
10037,Paraguay,PRY,1997,4107.2
10039,Pacific island small states,PSS,1997,1951.11
10040,Post-demographic dividend,PST,1997,11878876.62
10042,Qatar,QAT,1997,25392.6
10043,Romania,ROU,1997,113599.2
10044,Russian Federation,RUS,1997,1489506.5
10045,Rwanda,RWA,1997,481.23
10046,South Asia,SAS,1997,940197.64
10047,Saudi Arabia,SAU,1997,220072.7
10048,Sudan,SDN,1997,5248.1
10049,Senegal,SEN,1997,3215.0
10050,Singapore,SGP,1997,38161.6
10051,Solomon Islands,SLB,1997,213.4
10052,Sierra Leone,SLE,1997,229.2
10053,El Salvador,SLV,1997,5319.2
10055,Somalia,SOM,1997,546.7
10056,Serbia,SRB,1997,57256.4
10057,Sub-Saharan Africa (excluding high income),SSA,1997,492320.967587
10058,South Sudan,SSD,1997,449.751587
10059,Sub-Saharan Africa,SSF,1997,492598.867587
10060,Small states,SST,1997,123378.042845
10061,Sao Tome and Principe,STP,1997,47.5
10062,Suriname,SUR,1997,2131.465907
10063,Slovak Republic,SVK,1997,42273.5
10064,Slovenia,SVN,1997,15725.6
10065,Sweden,SWE,1997,57381.6
10066,Eswatini,SWZ,1997,1149.9
10068,Seychelles,SYC,1997,277.9
10069,Syrian Arab Republic,SYR,1997,42072.7
10071,Chad,TCD,1997,464.7
10072,East Asia & Pacific (IDA & IBRD countries),TEA,1997,3820665.019183
10073,Europe & Central Asia (IDA & IBRD countries),TEC,1997,2992756.726938
10074,Togo,TGO,1997,763.7
10075,Thailand,THA,1997,181502.8
10076,Tajikistan,TJK,1997,2513.44
10077,Turkmenistan,TKM,1997,30502.5
10078,Latin America & the Caribbean (IDA & IBRD countries),TLA,1997,1133573.065907
10080,Middle East & North Africa (IDA & IBRD countries),TMN,1997,766587.8
10081,Tonga,TON,1997,94.2
10082,South Asia (IDA & IBRD),TSA,1997,940197.64
10083,Sub-Saharan Africa (IDA & IBRD countries),TSS,1997,492598.867587
10084,Trinidad and Tobago,TTO,1997,9690.5
10085,Tunisia,TUN,1997,18133.2
10086,Turkiye,TUR,1997,193428.4
10087,Tuvalu,TUV,1997,7.8
10088,Tanzania,TZA,1997,2887.3
10089,Uganda,UGA,1997,1110.09
10090,Ukraine,UKR,1997,328244.8
10091,Upper middle income,UMC,1997,7170820.592845
10092,Uruguay,URY,1997,5558.4
10093,United States,USA,1997,5543349.4
10094,Uzbekistan,UZB,1997,100732.3
10095,St. Vincent and the Grenadines,VCT,1997,142.1
10096,"Venezuela, RB",VEN,1997,127590.1
10099,Vietnam,VNM,1997,40842.9
10100,Vanuatu,VUT,1997,89.0
10101,World,WLD,1997,23202623.39
10102,Samoa,WSM,1997,129.1
10104,"Yemen, Rep.",YEM,1997,11640.7
10105,South Africa,ZAF,1997,288584.8
10106,Zambia,ZMB,1997,2285.5
10107,Zimbabwe,ZWE,1997,13826.1
10109,Africa Eastern and Southern,AFE,1998,367651.937441
10110,Afghanistan,AFG,1998,1318.0
10111,Africa Western and Central,AFW,1998,129455.595
10112,Angola,AGO,1998,16767.9
10113,Albania,ALB,1998,1804.55
10114,Andorra,AND,1998,490.976
10115,Arab World,ARB,1998,884602.46
10116,United Arab Emirates,ARE,1998,83449.6
10117,Argentina,ARG,1998,132669.9
10118,Armenia,ARM,1998,3492.5
10120,Antigua and Barbuda,ATG,1998,286.0
10121,Australia,AUS,1998,327536.9
10122,Austria,AUT,1998,64673.1
10123,Azerbaijan,AZE,1998,26490.5
10124,Burundi,BDI,1998,232.5
10125,Belgium,BEL,1998,119412.8
10126,Benin,BEN,1998,1214.7
10127,Burkina Faso,BFA,1998,879.32
10128,Bangladesh,BGD,1998,19249.5
10129,Bulgaria,BGR,1998,50477.5
10130,Bahrain,BHR,1998,15488.92
10131,"Bahamas, The",BHS,1998,2080.7
10132,Bosnia and Herzegovina,BIH,1998,10760.7
10133,Belarus,BLR,1998,57201.9
10134,Belize,BLZ,1998,399.6
10136,Bolivia,BOL,1998,8728.6
10137,Brazil,BRA,1998,290587.2
10138,Barbados,BRB,1998,1137.1
10139,Brunei Darussalam,BRN,1998,4517.9
10140,Bhutan,BTN,1998,377.42
10141,Botswana,BWA,1998,3682.2
10142,Central African Republic,CAF,1998,227.4
10143,Canada,CAN,1998,484791.8
10144,Central Europe and the Baltics,CEB,1998,760226.7
10145,Switzerland,CHE,1998,44247.3
10147,Chile,CHL,1998,52013.7
10148,China,CHN,1998,3236278.6
10149,Cote d'Ivoire,CIV,1998,4989.7
10150,Cameroon,CMR,1998,5040.5
10151,"Congo, Dem. Rep.",COD,1998,2275.74
10152,"Congo, Rep.",COG,1998,3875.7
10153,Colombia,COL,1998,65071.4
10154,Comoros,COM,1998,92.2
10155,Cabo Verde,CPV,1998,248.1
10156,Costa Rica,CRI,1998,5015.3
10157,Caribbean small states,CSS,1998,28405.224277
10158,Cuba,CUB,1998,27112.5
10161,Cyprus,CYP,1998,6610.0
10162,Czechia,CZE,1998,119767.3
10163,Germany,DEU,1998,865253.7
10164,Djibouti,DJI,1998,393.8
10165,Dominica,DMA,1998,92.9
10166,Denmark,DNK,1998,59710.3
10167,Dominican Republic,DOM,1998,16616.1
10168,Algeria,DZA,1998,74649.1
10169,East Asia & Pacific (excluding high income),EAP,1998,3969055.628127
10170,Early-demographic dividend,EAR,1998,3610180.567404
10171,East Asia & Pacific,EAS,1998,5862285.528127
10172,Europe & Central Asia (excluding high income),ECA,1998,2516228.874585
10173,Europe & Central Asia,ECS,1998,6487492.669298
10174,Ecuador,ECU,1998,24469.9
10175,"Egypt, Arab Rep.",EGY,1998,110982.4
10176,Euro area,EMU,1998,2630979.9
10177,Eritrea,ERI,1998,611.05
10178,Spain,ESP,1998,256215.5
10179,Estonia,EST,1998,16427.8
10180,Ethiopia,ETH,1998,3227.6
10181,European Union,EUU,1998,3413106.8
10182,Fragile and conflict affected situations,FCS,1998,787773.207441
10183,Finland,FIN,1998,57265.6
10184,Fiji,FJI,1998,766.25
10185,France,FRA,1998,381182.3
10187,"Micronesia, Fed. Sts.",FSM,1998,214.0
10188,Gabon,GAB,1998,6389.29
10189,United Kingdom,GBR,1998,526000.6
10190,Georgia,GEO,1998,4990.37
10191,Ghana,GHA,1998,5438.7
10193,Guinea,GIN,1998,1362.6
10194,"Gambia, The",GMB,1998,244.9
10195,Guinea-Bissau,GNB,1998,172.4
10196,Equatorial Guinea,GNQ,1998,2051.9
10197,Greece,GRC,1998,87127.2
10198,Grenada,GRD,1998,198.0
10200,Guatemala,GTM,1998,8305.3
10202,Guyana,GUY,1998,1747.6
10203,High income,HIC,1998,12493836.314713
10205,Honduras,HND,1998,4679.0
10206,Heavily indebted poor countries (HIPC),HPC,1998,75518.595
10207,Croatia,HRV,1998,18527.5
10208,Haiti,HTI,1998,1310.0
10209,Hungary,HUN,1998,57353.3
10210,IBRD only,IBD,1998,9747255.073862
10211,IDA & IBRD total,IBT,1998,10245927.27943
10212,IDA total,IDA,1998,498672.205568
10213,IDA blend,IDB,1998,330029.15
10214,Indonesia,IDN,1998,262705.1
10215,IDA only,IDX,1998,168643.055568
10217,India,IND,1998,836269.9
10219,Ireland,IRL,1998,38419.0
10220,"Iran, Islamic Rep.",IRN,1998,290997.4
10221,Iraq,IRQ,1998,91784.1
10222,Iceland,ISL,1998,2153.38
10223,Israel,ISR,1998,51504.7
10224,Italy,ITA,1998,426372.2
10225,Jamaica,JAM,1998,9731.1
10226,Jordan,JOR,1998,14616.0
10227,Japan,JPN,1998,1130280.5
10228,Kazakhstan,KAZ,1998,135838.36
10229,Kenya,KEN,1998,7411.2
10230,Kyrgyz Republic,KGZ,1998,6022.3
10231,Cambodia,KHM,1998,1882.2
10232,Kiribati,KIR,1998,31.4
10233,St. Kitts and Nevis,KNA,1998,160.3
10234,"Korea, Rep.",KOR,1998,366567.2
10235,Kuwait,KWT,1998,42133.6
10236,Latin America & Caribbean (excluding high income),LAC,1998,1003199.824277
10237,Lao PDR,LAO,1998,852.378127
10238,Lebanon,LBN,1998,16255.4
10239,Liberia,LBR,1998,490.455
10240,Libya,LBY,1998,41902.4
10241,St. Lucia,LCA,1998,345.4
10242,Latin America & Caribbean,LCN,1998,1211348.424277
10243,Least developed countries: UN classification,LDC,1998,102065.240568
10244,Low income,LIC,1998,142412.542441
10245,Liechtenstein,LIE,1998,229.238713
10246,Sri Lanka,LKA,1998,8608.4
10247,Lower middle income,LMC,1998,2270538.213127
10248,Low & middle income,LMY,1998,9692178.77943
10249,Lesotho,LSO,1998,1705.6
10250,Late-demographic dividend,LTE,1998,6588210.889585
10251,Lithuania,LTU,1998,14706.6
10252,Luxembourg,LUX,1998,7565.5
10253,Latvia,LVA,1998,8132.5
10256,Morocco,MAR,1998,30634.6
10258,Moldova,MDA,1998,8649.1
10259,Madagascar,MDG,1998,1626.94
10260,Maldives,MDV,1998,311.0
10261,Middle East & North Africa,MEA,1998,1223112.92
10262,Mexico,MEX,1998,365142.4
10263,Marshall Islands,MHL,1998,95.5
10264,Middle income,MIC,1998,9549766.236989
10265,North Macedonia,MKD,1998,9651.4
10266,Mali,MLI,1998,956.0
10267,Malta,MLT,1998,2374.5
10268,Myanmar,MMR,1998,7913.0
10269,Middle East & North Africa (excluding high income),MNA,1998,748240.9
10270,Montenegro,MNE,1998,1757.579585
10271,Mongolia,MNG,1998,8548.7
10273,Mozambique,MOZ,1998,1241.68
10274,Mauritania,MRT,1998,988.3
10275,Mauritius,MUS,1998,1791.6
10276,Malawi,MWI,1998,896.45
10277,Malaysia,MYS,1998,105685.2
10278,North America,NAC,1998,6075328.1
10279,Namibia,NAM,1998,2017.6
10281,Niger,NER,1998,666.73
10282,Nigeria,NGA,1998,88699.8
10283,Nicaragua,NIC,1998,3519.2
10284,Netherlands,NLD,1998,166734.4
10285,Norway,NOR,1998,37887.5
10286,Nepal,NPL,1998,2315.7
10287,Nauru,NRU,1998,99.5
10288,New Zealand,NZL,1998,27180.8
10289,OECD members,OED,1998,12505221.18
10290,Oman,OMN,1998,19519.2
10291,Other small states,OSS,1998,96827.989585
10292,Pakistan,PAK,1998,90190.3
10293,Panama,PAN,1998,5721.6
10294,Peru,PER,1998,26970.3
10295,Philippines,PHL,1998,73870.2
10296,Palau,PLW,1998,203.3
10297,Papua New Guinea,PNG,1998,2653.2
10298,Poland,POL,1998,318414.1
10299,Pre-demographic dividend,PRE,1998,253441.722441
10301,"Korea, Dem. People's Rep.",PRK,1998,60918.6
10302,Portugal,PRT,1998,55600.6
10303,Paraguay,PRY,1998,4266.9
10305,Pacific island small states,PSS,1998,1965.15
10306,Post-demographic dividend,PST,1998,11862048.6
10308,Qatar,QAT,1998,26502.7
10309,Romania,ROU,1998,99513.5
10310,Russian Federation,RUS,1998,1487965.0
10311,Rwanda,RWA,1998,480.02
10312,South Asia,SAS,1998,958640.22
10313,Saudi Arabia,SAU,1998,233898.8
10314,Sudan,SDN,1998,4767.34
10315,Senegal,SEN,1998,3597.4
10316,Singapore,SGP,1998,37047.1
10317,Solomon Islands,SLB,1998,220.5
10318,Sierra Leone,SLE,1998,247.7
10319,El Salvador,SLV,1998,5666.2
10321,Somalia,SOM,1998,518.3
10322,Serbia,SRB,1998,57283.7
10323,Sub-Saharan Africa (excluding high income),SSA,1998,496813.332441
10324,South Sudan,SSD,1998,389.947441
10325,Sub-Saharan Africa,SSF,1998,497107.532441
10326,Small states,SST,1998,127198.363862
10327,Sao Tome and Principe,STP,1998,51.0
10328,Suriname,SUR,1998,2131.424277
10329,Slovak Republic,SVK,1998,41403.5
10330,Slovenia,SVN,1998,15503.1
10331,Sweden,SWE,1998,58363.4
10332,Eswatini,SWZ,1998,1172.0
